what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455000137060
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1455000143522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000143849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000164521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000164606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000168594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455000174622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000177362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000180819
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1455000180831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1455000180831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000184083
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455000187047
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1455000187083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000187183
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1455000187193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1455000187194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000192511
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1455000196544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000196675
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1455000196683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1455000196683
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455000311244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000321164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000324909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000724409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000731959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455000736712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1455000750111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455000753641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455000779848
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1455000782049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000782425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455000785041
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455000786996
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455000803121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455000840008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455001505612
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1455001508075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001508413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001509757
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455001511430
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455001514059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001522109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1455001522122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001524215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001524541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001529901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455001537393
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1455001539920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001540268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001542602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001542934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001547096
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455001547181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455001600218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002268419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002387856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002393115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002490173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002732694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002732796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002929352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455002929416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455004006905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455004008247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455004365002
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1455004380054
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455004387948
started,bundle,com.altera.sbtgui.flash.plugin,14.0.0.200,"com.altera.sbtgui.flash.plugin",1455004400432
executed,command,com.altera.sbtgui.flash.plugin,14.0.0.200,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1455004400433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455004400754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455004442902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455004447771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005296558
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005299472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005305813
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1455005325703
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1455005325763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005357196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1455005357217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005357534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005366774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005385530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005387928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005389885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005399942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005425634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005427795
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1455005436873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005437535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005437677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005437721
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1455005562720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005661300
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455005661329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005668533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005670365
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455005672936
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005676851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005680139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005682351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005689497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005766694
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455005766721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005771619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005773934
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1455005773945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1455005773945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005779277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005780453
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1455005780463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1455005780463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005786417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005849034
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005853841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1455005859144
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005861465
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005862582
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005862745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455005866195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1455005870907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005873671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005878038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005898620
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455005900897
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005917235
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005921386
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005927760
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005929043
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005933562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005936736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005939439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005950807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1455005950824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005951144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005958764
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455005963569
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455005964449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005973012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005985771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005986472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005990941
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455005991391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455005995157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006002163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006002231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006014101
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1455006022988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006025844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006028294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006035375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006035472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006045231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006048157
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1455006048183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006052607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006053968
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455006054132
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1455006055107
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1455006055108
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1455006055109
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1455006055109
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1455006055109
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1455006055109
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1455006055109
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1455006055109
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1455006055109
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1455006055110
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1455006055110
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1455006055111
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1455006055111
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1455006055111
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1455006055112
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1455006055112
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1455006055113
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1455006055114
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1455006055114
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1455006055114
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1455006055114
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1455006055115
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1455006055115
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1455006055115
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1455006055116
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1455006055116
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1455006055117
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1455006055117
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1455006055117
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1455006055117
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1455006055117
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1455006055117
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1455006055117
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1455006055117
stopped,bundle,com.altera.sbtgui.flash.plugin,14.0.0.200,"com.altera.sbtgui.flash.plugin",1455006055117
stopped,bundle,com.altera.sbtgui.gprof,14.0.0.200,"com.altera.sbtgui.gprof",1455006055118
stopped,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1455006055118
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1455006055121
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1455006055122
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1455006055123
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1455006055123
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1455006055123
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1455006055124
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1455006055125
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1455006055126
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1455006055127
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1455006055128
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1455006055128
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1455006055164
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1455006055165
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1455006055165
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1455006055165
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1455006055166
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1455006055166
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1455006055167
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1455006055168
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1455006055169
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1455006055169
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1455006055170
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1455006055171
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1455006055171
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1455006055171
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1455006055171
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1455006055171
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201202111925,"org.eclipse.cdt.debug.ui.memory.transport",1455006055172
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1455006055172
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1455006055206
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1455006055207
stopped,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.201.R33x_v201109141647,"org.eclipse.rse.subsystems.files.dstore",1455006055208
stopped,bundle,org.eclipse.rse.subsystems.processes.dstore,2.1.300.v201101042155,"org.eclipse.rse.subsystems.processes.dstore",1455006055209
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1455006129857
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1455006129859
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1455006129860
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1455006129861
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1455006129862
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1455006129863
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1455006129864
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1455006129865
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1455006129865
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1455006129867
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1455006129868
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1455006129870
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1455006129871
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1455006129873
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1455006129873
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1455006129874
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1455006129875
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1455006129876
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1455006129878
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1455006129879
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1455006129880
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1455006129881
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1455006129883
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1455006129884
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1455006129885
